0,1,2,3,4,5,6,7,8,9,10
0.10823529411764705,0.0,0.03394365513937651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.19294117647058823,0.0,0.1105723169186177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8941176470588235,0.09090909090909091,0.2145036322181999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.13647058823529412,0.0,0.5703283701103006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20235294117647057,0.09090909090909091,0.07297597824307363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.548235294117647,0.09090909090909091,0.2540942042167688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8729411764705882,0.0,0.005428619938998138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12470588235294117,0.0,0.28297496255601434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8635294117647059,0.0,0.07253938440268505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12235294117647058,0.1818181818181818,0.1488561392976903,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.38117647058823523,0.09090909090909091,0.07265573362924693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08470588235294117,0.0,0.03351994688108275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.09411764705882353,0.0,0.053080260500991426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9788235294117646,0.0,0.9723566365295641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7152941176470587,0.0,0.12981124896157367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.19058823529411764,0.2727272727272727,0.7247154560283301,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5011764705882353,0.0,0.033637054083061974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3223529411764705,0.0,0.1105465457544281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2541176470588235,0.0,0.0913826532777889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.13647058823529412,0.0,0.1488561392976903,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.348235294117647,0.0,0.5705970723957481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16470588235294117,0.0,0.03353700132797293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.2752941176470588,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.058823529411764705,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.04,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12941176470588234,0.1818181818181818,0.17572068302680807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.007058823529411764,0.5454545454545454,0.26146589413812127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.030588235294117642,0.0,0.18717179664429123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8729411764705882,0.0,0.18738099785947743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002352941176470588,0.09090909090909091,0.07187122907229873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.002352941176470588,0.0,0.07222482460448842,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2752941176470588,0.0,0.071864028305834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1764705882352941,0.0,0.05306699593118796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18117647058823527,0.0,0.033926221704777666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2376470588235294,0.09090909090909091,0.07149413630217145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08941176470588234,0.1818181818181818,0.10941071959154221,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0776470588235294,0.0,0.12973052457962683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.22117647058823528,0.1818181818181818,0.10941829934571562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.30117647058823527,0.0,0.05306699593118796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.030588235294117642,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17411764705882352,0.0,0.03391636802435223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.002352941176470588,0.0,0.03353283246317755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.002352941176470588,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.25647058823529406,0.0,0.033552918811737095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.002352941176470588,0.0,0.03391219915955685,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3670588235294117,0.0,0.03357906896363537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.004705882352941176,0.1818181818181818,0.5703526253236555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.38117647058823523,0.0,0.11070079375185704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3694117647058823,0.0,0.0338652046836817,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3929411764705882,0.0,0.03386217278201233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19999999999999998,0.2727272727272727,0.34043442603069496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6658823529411765,0.0,0.11088611874139698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1764705882352941,0.0,0.07225286969493006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.12705882352941175,0.0,0.033553676787154436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08470588235294117,0.09090909090909091,0.1488561392976903,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.38352941176470584,0.09090909090909091,0.12971347013273665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2541176470588235,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.24470588235294116,0.09090909090909091,0.07222482460448842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24235294117647058,0.1818181818181818,0.8385538890202713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.004705882352941176,0.1818181818181818,0.10941754137029829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.41647058823529404,0.0,0.03368101665726777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.047058823529411764,0.0,0.033909167257887486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16941176470588235,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18823529411764706,0.0,0.0913826532777889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1576470588235294,0.0,0.1867886400708252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.12235294117647058,0.0,0.11054048195108937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36235294117647054,0.0,0.03379736588382965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1788235294117647,0.4545454545454545,0.25073030931460827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.030588235294117642,0.6363636363636364,0.9256081236773329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.45411764705882346,0.0,0.033803050699459714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6352941176470588,0.0,0.03361241988199838,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.20235294117647057,0.0,0.033549507922359056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3223529411764705,0.0,0.5703283701103006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.19294117647058823,0.1818181818181818,0.2722609800318956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3741176470588235,0.1818181818181818,0.513248652319708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.042352941176470586,0.0,0.033492280778349794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4470588235294117,0.0,0.03387088949931175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2376470588235294,0.0,0.0335502658977764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.24235294117647058,0.0,0.07225021678096936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19058823529411764,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2517647058823529,0.0,0.11054048195108937,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4070588235294117,0.0,0.03376818383026201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.11529411764705881,0.0,0.033929632594155705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.628235294117647,0.0,0.21060422768368775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18352941176470586,0.0,0.03777029403382389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4564705882352941,0.0,0.033862551769721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.18352941176470586,0.0,0.03352601068442148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.03764705882352941,0.0,0.03354988691006773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.15058823529411763,0.1818181818181818,0.10944634443615725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.06352941176470588,0.0,0.17950866517497105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2517647058823529,0.09090909090909091,0.800009702085342,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.27999999999999997,0.0,0.033909167257887486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.02352941176470588,0.0,0.03354761298381571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.10588235294117647,0.0,0.1871786184230473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.388235294117647,0.0,0.03376932079338803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
