client_user_id,paid_at,Recency,Frequency,Monetary,category_Desain Grafis & Branding,category_Gaya Hidup,category_Konsultasi,category_Pemasaran & Periklanan,category_Penulisan & Penerjemahan,category_Unknown,"category_Video, Fotografi & Audio",category_Web & Pemrograman,Cluster
Wi*****77,2024-03-09 21:29:00,267,1,100947,0,0,0,1,0,0,0,0,0
Wo******a1,2024-05-04 08:16:00,211,1,303749,1,0,0,0,0,0,0,0,1
Wu*********04,2024-08-18 12:42:00,105,4,408455,0,0,0,1,0,0,0,0,0
Xe********91,2024-08-17 17:52:00,106,1,100089,0,0,0,1,0,0,0,0,0
Xx*****23,2024-11-09 22:29:00,22,2,808860,0,0,1,0,0,0,0,0,2
YU****77,2024-08-18 01:48:00,106,1,100096,0,0,0,1,0,0,0,0,0
Ya**********ni,2024-09-03 14:48:00,89,1,100089,1,0,0,0,0,0,0,0,1
Ya******et,2024-10-29 10:13:00,33,1,100089,0,0,0,1,0,0,0,0,0
Ya*****mz,2024-04-13 17:54:00,232,1,101967,1,0,0,0,0,0,0,0,1
Ya****85,2024-04-23 11:00:00,222,2,405154,0,0,0,0,0,1,0,0,3
Ya****aa,2024-10-01 13:35:00,61,1,909900,0,0,0,1,0,0,0,0,0
Yb****ii,2024-10-04 18:26:00,58,1,151650,0,0,1,0,0,0,0,0,2
Yi********ah,2024-11-17 20:08:00,14,3,311434,0,0,0,1,0,0,0,0,0
Yo**********21,2024-05-05 15:44:00,210,1,100382,0,0,0,1,0,0,0,0,0
Yo*********es,2024-08-03 18:48:00,120,1,166815,0,0,0,0,0,1,0,0,3
Yo********15,2024-06-23 15:36:00,161,1,100383,0,0,0,1,0,0,0,0,0
Yo********93,2024-11-06 07:00:00,26,1,100164,0,0,0,1,0,0,0,0,0
Yo********di,2024-08-28 07:00:00,96,1,100124,0,0,0,1,0,0,0,0,0
Yo********lG,2024-01-14 13:03:00,322,1,354844,0,0,0,1,0,0,0,0,0
Yo*******22,2024-03-27 19:18:00,249,1,152298,0,0,1,0,0,0,0,0,2
Yo*******95,2024-05-27 16:43:00,188,1,100475,0,0,0,1,0,0,0,0,0
Yo******SY,2024-11-06 17:07:00,25,1,707700,0,0,0,0,0,1,0,0,3
Yo****04,2024-08-15 11:36:00,108,1,202209,0,0,0,1,0,0,0,0,0
Yo****mo,2024-10-25 14:34:00,37,1,1011097,0,0,1,0,0,0,0,0,2
Yu*********ni,2024-06-03 20:27:00,181,1,100204,0,0,0,1,0,0,0,0,0
Yu*******ma,2024-07-24 18:42:00,130,2,303326,0,0,0,0,0,0,1,0,2
Yu*****95,2024-08-09 13:00:00,114,1,160749,0,0,0,1,0,0,0,0,0
Yu*****as,2024-04-18 16:27:00,227,1,1011265,0,0,0,0,0,1,0,0,3
Yu****12,2024-05-24 14:19:00,191,1,100817,0,0,0,1,0,0,0,0,0
Yu****29,2024-09-01 17:16:00,91,1,100129,0,0,0,1,0,0,0,0,0
Za********es,2024-03-27 11:27:00,249,1,100868,0,0,0,1,0,0,0,0,0
Za****98,2024-08-21 01:36:00,103,1,100145,0,0,0,1,0,0,0,0,0
Za****ni,2024-07-29 20:02:00,125,1,505500,0,0,0,0,0,0,1,0,2
Zh******34,2023-11-23 19:21:00,374,1,21085,0,0,0,0,1,0,0,0,2
Zh*****oy,2024-09-28 22:35:00,64,1,100170,0,0,0,1,0,0,0,0,0
Zh****23,2024-07-21 01:45:00,134,1,101147,0,0,0,1,0,0,0,0,0
Zi******ad,2024-08-20 14:34:00,103,1,454950,0,0,0,0,0,1,0,0,3
Zi*****ay,2024-06-27 16:48:00,157,1,304021,0,0,0,1,0,0,0,0,0
aB******73,2024-05-17 08:04:00,198,1,101509,0,0,0,1,0,0,0,0,0
ab************ko,2024-10-17 07:00:00,46,2,298858,0,0,0,1,0,0,1,0,0
ab*********re,2024-10-09 18:38:00,53,1,104093,0,0,0,1,0,0,0,0,0
ab*******ry,2024-03-30 10:54:00,246,1,253645,1,0,0,0,0,0,0,0,1
ab******07,2024-10-17 14:29:00,45,1,100154,0,0,0,1,0,0,0,0,0
ab******44,2023-12-24 13:24:00,343,1,179878,1,0,0,0,0,0,0,0,1
ab******70,2024-06-04 14:59:00,180,1,455703,0,0,0,0,0,1,0,0,3
ab******eb,2024-02-05 11:51:00,300,3,1640020,1,0,0,0,0,0,0,0,1
ab*****24,2024-11-26 13:49:00,5,1,100089,0,0,0,1,0,0,0,0,0
ab*****30,2024-09-02 16:37:00,90,1,449895,1,0,0,0,0,0,0,0,1
ab*****56,2024-05-10 16:27:00,205,1,100803,0,0,0,1,0,0,0,0,0
ab*****na,2024-07-20 12:46:00,134,1,303300,1,0,0,0,0,0,0,0,1
ab****di,2024-10-25 18:26:00,37,2,2022000,0,0,0,0,0,1,0,0,3
ab****my,2024-07-25 14:21:00,129,2,1135053,0,0,0,1,0,0,0,0,0
ac**************ld,2024-06-26 16:20:00,158,3,302819,0,0,0,1,0,0,0,0,0
ac********01,2024-08-11 07:00:00,113,1,1819870,0,0,1,0,0,0,0,0,2
ac******82,2023-12-04 22:58:00,363,1,190841,0,0,0,0,1,0,0,0,2
ac******86,2023-11-01 15:07:00,396,1,101873,0,0,0,0,0,0,1,0,2
ac*****ab,2024-03-18 12:48:00,258,1,253568,0,0,0,0,0,1,0,0,3
ac****bz,2024-08-28 16:00:00,95,1,151650,0,0,0,1,0,0,0,0,0
ad************es,2023-11-14 17:39:00,383,1,2417537,0,0,0,1,0,0,0,0,0
ad***********ra,2024-10-07 07:00:00,56,1,151689,1,0,0,0,0,0,0,0,1
ad**********27,2024-11-13 17:16:00,18,2,200178,0,0,0,1,0,0,0,0,0
ad**********ea,2024-03-29 08:16:00,247,1,505923,1,0,0,0,0,0,0,0,1
ad**********ya,2024-09-27 15:23:00,65,2,1134367,0,0,0,1,0,0,0,0,0
ad********ip,2024-06-15 13:47:00,169,1,809330,0,0,0,0,0,1,0,0,3
ad*******58,2024-11-13 07:00:00,19,3,300348,0,0,0,1,0,0,0,0,0
ad*******an,2024-03-19 11:51:00,257,1,303780,1,0,0,0,0,0,0,0,1
ad******17,2024-05-05 22:43:00,210,1,253269,0,0,0,0,0,0,1,0,2
ad******24,2023-10-09 18:50:00,419,1,1288393,0,0,0,0,0,1,0,0,3
ad******38,2024-02-26 15:27:00,279,1,607490,0,0,0,0,0,1,0,0,3
ad******53,2024-01-05 16:28:00,331,1,1883797,1,0,0,0,0,0,0,0,1
ad******65,2024-02-05 13:37:00,300,2,1387949,1,0,0,0,0,0,0,0,1
ad******80,2023-12-19 09:01:00,348,1,2577742,1,0,0,0,0,0,0,0,1
ad******94,2024-01-23 16:43:00,313,1,528388,1,0,0,0,0,0,0,0,1
ad******_z,2024-11-03 13:09:00,28,1,160749,0,0,0,1,0,0,0,0,0
ad******da,2024-07-24 07:10:00,130,1,556050,1,0,0,0,0,0,0,0,1
ad******fa,2024-06-18 20:59:00,166,2,708543,0,0,0,0,0,1,0,0,3
ad******ra,2024-11-12 21:47:00,19,2,503538,0,0,0,1,0,0,0,0,0
ad******zp,2024-09-20 11:05:00,72,1,100090,0,0,0,1,0,0,0,0,0
ad*****86,2024-01-22 12:30:00,314,1,71741,0,0,0,1,0,0,0,0,0
ad*****a2,2024-03-22 10:01:00,254,1,100884,0,0,0,1,0,0,0,0,0
ad*****er,2024-10-23 11:43:00,39,1,171870,1,0,0,0,0,0,0,0,1
ad*****ko,2024-10-22 10:40:00,40,1,647040,0,0,0,1,0,0,0,0,0
ad*****mo,2024-07-18 19:54:00,136,1,808836,0,0,0,0,0,0,0,1,2
ad****53,2024-09-19 17:15:00,73,1,353850,1,0,0,0,0,0,0,0,1
ad****78,2024-11-26 11:52:00,5,5,500445,0,0,0,1,0,0,0,0,0
ad****ek,2024-10-08 15:08:00,54,1,1516559,0,0,0,1,0,0,0,0,0
ad****im,2024-11-06 18:23:00,25,1,101100,1,0,0,0,0,0,0,0,1
ad****ls,2024-04-15 11:50:00,230,4,1953832,0,0,1,1,0,1,0,0,3
ad****r1,2024-09-07 13:00:00,85,2,618763,1,0,0,0,0,0,0,0,1
ae*****un,2024-11-27 20:44:00,4,1,160749,0,0,0,1,0,0,0,0,0
af******64,2024-03-02 11:06:00,274,1,102098,0,0,0,0,1,0,0,0,2
af******an,2024-10-14 07:28:00,48,1,101156,0,0,1,0,0,0,0,0,2
af****l1,2024-10-03 19:06:00,59,1,100089,0,0,0,1,0,0,0,0,0
ag**************75,2024-03-05 08:46:00,271,1,100918,0,0,0,0,1,0,0,0,2
ag**********di,2024-03-04 11:17:00,272,1,101381,1,0,0,0,0,0,0,0,1
ag*********ny,2024-09-27 14:14:00,65,1,302289,0,0,0,0,0,0,0,1,2
ag********02,2024-01-04 16:26:00,332,1,528129,1,0,0,0,0,0,0,0,1
ag*******es,2024-04-16 10:07:00,229,1,172016,1,0,0,0,0,0,0,0,1
ag*******id,2024-11-18 17:42:00,13,1,100089,0,0,0,1,0,0,0,0,0
ag*******ik,2024-11-25 08:19:00,6,1,100104,0,0,0,1,0,0,0,0,0
ag******00,2023-10-31 00:31:00,398,1,1646800,1,0,0,0,0,0,0,0,1
ag******24,2023-12-07 09:04:00,360,1,202811,0,0,0,1,0,0,0,0,0
ag******63,2024-11-01 16:11:00,30,1,101171,0,0,0,1,0,0,0,0,0
ag******71,2023-10-17 09:54:00,411,1,522567,0,0,0,0,0,1,0,0,3
ag******74,2024-06-11 15:46:00,173,1,860171,1,0,0,0,0,0,0,0,1
ag******ak,2024-01-16 20:14:00,320,1,783736,0,0,0,0,0,1,0,0,3
ag******pp,2024-10-14 22:49:00,48,1,100162,0,0,0,0,0,0,1,0,2
ag*****dy,2024-01-31 20:42:00,305,1,404952,0,0,0,0,0,1,0,0,3
ag*****ia,2024-06-19 13:22:00,165,1,162443,0,0,0,1,0,0,0,0,0
ag****ah,2024-05-21 10:33:00,194,1,152265,0,0,0,1,0,0,0,0,0
ah**********18,2024-08-19 21:07:00,104,1,100089,0,0,0,1,0,0,0,0,0
ah**********92,2024-10-16 21:27:00,46,1,200015,1,0,0,0,0,0,0,0,1
ah********01,2024-11-10 20:11:00,21,2,555065,0,0,0,1,0,0,0,0,0
ah********eh,2024-08-27 10:29:00,96,1,241832,1,0,0,0,0,0,0,0,1
ah*******dn,2024-08-21 12:48:00,102,1,151650,1,0,0,0,0,0,0,0,1
ah******07,2023-11-14 13:36:00,383,1,2610990,0,0,0,0,0,1,0,0,3
ah*****rp,2024-01-06 10:02:00,330,1,528433,1,0,0,0,0,0,0,0,1
ah****p4,2024-10-24 07:00:00,39,1,101195,0,1,0,0,0,0,0,0,2
ai******69,2023-12-28 15:08:00,339,1,158478,0,0,0,0,0,0,1,0,2
ai******ri,2024-10-16 08:09:00,46,1,101100,1,0,0,0,0,0,0,0,1
aj******aa,2024-08-05 16:01:00,118,1,202269,0,0,0,0,1,0,0,0,2
ak*******od,2024-04-15 16:12:00,230,1,910837,0,0,0,0,0,1,0,0,3
ak******en,2023-11-08 13:34:00,389,1,528136,1,0,0,0,0,0,0,0,1
ak**03,2024-08-13 14:20:00,110,1,1516500,0,0,0,0,0,1,0,0,3
al************id,2024-05-16 05:34:00,200,1,1056053,1,0,0,0,0,0,0,0,1
al**********ne,2024-07-25 01:38:00,130,1,131430,0,0,0,1,0,0,0,0,0
al*********la,2024-03-25 11:02:00,251,1,506362,1,0,0,0,0,0,0,0,1
al*********ma,2024-11-07 14:29:00,24,1,100089,0,0,0,1,0,0,0,0,0
al********06,2024-05-18 12:58:00,197,1,1583944,1,0,0,0,0,0,0,0,1
al********ka,2024-07-23 22:33:00,131,2,808800,1,0,0,0,0,0,0,0,1
al********us,2024-11-11 11:55:00,20,1,1263750,0,0,0,0,0,1,0,0,3
al*******22,2024-10-11 21:25:00,51,1,909940,0,0,0,1,0,0,0,0,0
al*******ar,2023-10-24 20:49:00,404,1,2577326,1,0,0,0,0,0,0,0,1
al*******ba,2024-06-23 10:35:00,161,1,1213760,0,0,0,0,0,1,0,0,3
al*******wo,2024-02-10 08:50:00,295,2,995360,1,0,0,0,0,1,0,0,3
al******03,2024-11-25 14:47:00,6,1,2427200,0,0,0,1,0,0,0,0,0
al******09,2024-01-31 00:08:00,306,2,1568202,1,0,0,0,0,0,0,0,1
al******17,2023-12-08 14:50:00,359,2,273764,0,0,0,1,0,0,0,0,0
al******38,2024-02-27 11:58:00,278,1,100242,0,0,0,1,0,0,0,0,0
al******40,2024-01-20 11:26:00,316,1,1756458,0,0,0,0,0,0,0,1,2
al******44,2024-01-13 17:46:00,323,1,633462,0,0,0,0,0,0,0,1,2
al******45,2023-12-23 23:04:00,344,1,2411177,1,0,0,0,0,0,0,0,1
al******55,2024-02-22 11:54:00,283,2,2568476,1,0,0,0,0,0,0,0,1
al******90,2023-12-26 07:12:00,341,1,522853,0,0,0,0,0,1,0,0,3
al******ha,2023-10-17 09:28:00,411,1,179900,1,0,0,0,0,0,0,0,1
al******nl,2024-10-25 14:08:00,37,2,606600,0,0,1,1,0,0,0,0,0
al******si,2024-04-30 13:46:00,215,1,506498,1,0,0,0,0,0,0,0,1
al*****dy,2024-11-01 13:52:00,30,1,1051440,0,0,0,0,0,0,0,1,2
al****di,2024-08-21 12:13:00,102,1,303300,1,0,0,0,0,0,0,0,1
al***28,2024-01-12 13:10:00,324,1,528071,1,0,0,0,0,0,0,0,1
al***io,2023-12-16 20:51:00,351,1,261353,0,0,0,0,0,1,0,0,3
al*zl,2024-10-30 10:01:00,32,3,596490,1,0,0,0,0,0,0,0,1
am**************su,2024-11-20 15:23:00,11,1,353900,0,0,0,0,0,0,0,1,2
am*********30,2024-06-06 11:24:00,178,1,100454,1,0,0,0,0,0,0,0,1
am******31,2023-12-09 16:41:00,358,1,627553,0,0,0,0,0,1,0,0,3
am******36,2024-03-27 14:11:00,249,1,506465,1,0,0,0,0,0,0,0,1
am******39,2024-02-22 10:34:00,283,1,252949,0,0,0,1,0,0,0,0,0
am******68,2023-12-25 15:57:00,342,2,846325,0,0,0,0,0,1,0,0,3
am******88,2023-11-13 13:42:00,384,2,53927,0,0,0,0,0,0,1,0,2
am******oe,2024-03-23 09:21:00,253,2,1717271,0,0,0,1,0,1,0,0,3
am*****79,2024-10-12 17:05:00,50,2,261164,0,0,0,1,0,0,0,0,0
am****78,2024-04-07 19:07:00,238,2,1113325,1,0,0,0,0,1,0,0,3
am****ha,2024-04-03 15:42:00,242,1,177126,0,0,0,1,0,0,0,0,0
am****sa,2023-10-13 10:08:00,415,1,522736,0,0,0,0,0,1,0,0,3
am****ya,2024-05-22 19:03:00,193,1,100339,0,0,0,1,0,0,0,0,0
an**************99,2024-08-15 21:56:00,108,2,1617868,1,0,0,0,0,0,0,1,1
an************ia,2024-09-28 07:58:00,64,6,1281744,0,0,0,1,0,0,0,0,0
an**********ha,2024-10-05 03:50:00,58,3,394290,0,0,0,1,0,0,0,0,0
an*********aa,2024-04-09 14:45:00,236,1,758489,0,0,0,0,0,0,1,0,2
an*********na,2024-06-20 15:57:00,164,2,354462,1,0,0,1,0,0,0,0,0
an********23,2024-06-11 13:57:00,173,1,505817,0,0,0,0,0,1,0,0,3
an********33,2024-10-10 10:08:00,52,1,151650,1,0,0,0,0,0,0,0,1
an********at,2024-09-04 17:34:00,88,2,404468,1,0,0,0,0,0,0,0,1
an********ay,2024-09-20 15:16:00,72,1,707700,0,0,0,0,0,1,0,0,3
an********hi,2024-06-03 09:53:00,181,1,100598,0,0,0,1,0,0,0,0,0
an********le,2023-10-12 11:55:00,416,1,106346,0,0,0,0,0,0,1,0,2
an********ry,2024-10-19 14:52:00,43,1,505502,1,0,0,0,0,0,0,0,1
an********to,2024-11-29 17:46:00,2,3,705594,1,0,0,0,0,0,0,0,1
an*******11,2024-04-23 11:44:00,222,1,100686,0,0,0,1,0,0,0,0,0
an*******in,2024-06-17 14:35:00,167,1,201672,0,0,0,1,0,0,0,0,0
an*******le,2024-06-18 10:00:00,166,1,278142,1,0,0,0,0,0,0,0,1
an*******ow,2024-04-01 11:12:00,244,1,1517081,0,0,0,0,0,0,0,1,2
an******01,2024-08-13 22:34:00,110,3,910192,1,0,0,0,0,0,0,0,1
an******05,2024-02-03 17:08:00,302,1,20543,0,0,0,1,0,0,0,0,0
an******29,2023-11-30 09:00:00,367,1,1045128,0,0,0,0,0,1,0,0,3
an******30,2024-01-10 09:56:00,326,1,512069,0,0,0,0,0,1,0,0,3
an******33,2024-11-14 14:09:00,17,1,202223,0,0,0,1,0,0,0,0,0
an******34,2024-11-15 15:48:00,16,3,859437,0,0,0,1,0,1,0,1,0
an******36,2024-01-27 21:00:00,309,1,152377,1,0,0,0,0,0,0,0,1
an******42,2023-10-13 16:14:00,415,1,2426259,0,0,0,0,0,1,0,0,3
an******53,2024-01-21 15:42:00,315,2,113954,0,0,0,0,0,1,0,0,3
an******54,2024-08-21 18:58:00,102,2,808800,1,0,0,0,0,0,0,0,1
an******60,2024-03-01 14:50:00,275,1,1011367,1,0,0,0,0,0,0,0,1
an******83,2023-10-19 07:29:00,409,1,2577414,1,0,0,0,0,0,0,0,1
an******86,2024-09-18 07:00:00,75,1,192180,0,0,0,1,0,0,0,0,0
an******an,2024-07-31 20:08:00,123,1,606629,0,0,0,0,0,1,0,0,3
an******ay,2024-08-14 13:58:00,109,3,909996,0,0,0,1,0,0,0,0,0
an******er,2023-10-30 22:23:00,398,1,314257,0,0,0,0,0,1,0,0,3
an******jo,2024-03-08 12:46:00,268,5,1193473,0,0,0,0,0,1,0,0,3
an******re,2024-07-03 14:11:00,151,2,202760,0,0,0,1,0,0,1,0,0
an******wp,2024-10-30 14:31:00,32,2,1557007,0,0,0,0,0,0,0,1,2
an*****ba,2024-04-08 11:23:00,237,1,100399,0,0,0,1,0,0,0,0,0
an*****kn,2024-10-24 14:02:00,38,1,505500,0,0,0,1,0,0,0,0,0
an****28,2024-10-10 12:17:00,52,1,100089,0,0,0,1,0,0,0,0,0
an****jd,2024-07-10 18:01:00,144,1,354775,0,0,0,0,0,1,0,0,3
an****tr,2024-08-20 12:38:00,103,1,100089,0,0,0,1,0,0,0,0,0
an***w3,2024-08-01 11:37:00,122,1,151650,1,0,0,0,0,0,0,0,1
ao******95,2024-05-16 07:47:00,199,1,1583768,1,0,0,0,0,0,0,0,1
ap*****e2,2024-10-22 19:04:00,40,3,301285,0,0,0,1,0,0,0,0,0
aq******za,2024-10-21 13:52:00,41,6,1954964,0,0,0,1,0,0,0,0,0
aq****re,2024-04-08 14:24:00,237,1,567761,0,0,0,1,0,0,0,0,0
ar**********el,2024-06-07 13:24:00,177,2,389653,0,0,0,1,0,0,0,0,0
ar*********no,2024-09-27 15:59:00,65,2,1819800,0,0,0,0,0,1,0,0,3
ar********at,2024-10-29 10:21:00,33,5,1112141,0,0,0,1,0,0,0,0,0
ar********en,2024-05-06 16:59:00,209,1,101745,0,0,0,0,1,0,0,0,2
ar********im,2024-03-25 18:32:00,251,1,303729,1,0,0,0,0,0,0,0,1
ar********yh,2024-11-18 11:14:00,13,1,100130,0,0,0,1,0,0,0,0,0
ar*******ar,2024-06-25 21:53:00,159,1,505685,1,0,0,0,0,0,0,0,1
ar*******ss,2024-06-28 16:19:00,156,1,152049,0,0,0,1,0,0,0,0,0
ar******01,2024-10-07 00:56:00,56,1,525720,0,0,1,0,0,0,0,0,2
ar******04,2024-02-06 17:17:00,299,1,180185,1,0,0,0,0,0,0,0,1
ar******05,2024-11-19 17:25:00,12,8,1014781,0,0,0,1,0,0,0,0,0
ar******21,2024-02-17 21:20:00,288,2,227279,0,0,0,1,0,0,0,0,0
ar******23,2024-09-23 15:02:00,69,2,506154,1,0,0,0,0,0,0,0,1
ar******36,2023-12-31 17:25:00,336,1,50685,0,0,0,1,0,0,0,0,0
ar******60,2023-11-24 13:24:00,373,1,180309,1,0,0,0,0,0,0,0,1
ar******71,2024-02-17 04:30:00,289,1,101216,1,0,0,0,0,0,0,0,1
ar******89,2024-06-03 09:49:00,181,1,289404,0,0,0,1,0,0,0,0,0
ar******95,2024-07-16 08:53:00,138,5,1918665,1,0,0,0,0,1,0,1,3
ar******96,2024-01-30 13:03:00,306,1,303634,1,0,0,0,0,0,0,0,1
ar*****10,2024-08-05 17:00:00,118,2,204182,0,0,0,1,0,0,0,0,0
ar*****11,2024-05-20 09:13:00,195,1,209241,0,0,0,0,0,1,0,0,3
ar*****82,2024-03-04 13:08:00,272,1,100681,0,0,0,1,0,0,0,0,0
ar*****at,2024-09-03 10:28:00,89,1,303319,1,0,0,0,0,0,0,0,1
ar****13,2024-02-08 10:01:00,297,1,179753,1,0,0,0,0,0,0,0,1
ar****89,2024-09-05 08:34:00,87,7,2023399,0,0,1,0,0,1,0,0,3
ar****ie,2024-08-29 22:08:00,94,1,100089,0,0,0,1,0,0,0,0,0
ar****iq,2024-08-05 08:59:00,118,2,404400,1,0,0,0,0,0,0,0,1
as***********01,2024-01-30 19:16:00,306,1,1578021,1,0,0,0,0,0,0,0,1
as*********id,2024-09-04 11:27:00,88,3,300280,0,0,0,1,0,0,0,0,0
as******05,2024-02-17 08:43:00,288,1,100451,0,0,0,1,0,0,0,0,0
as******11,2024-10-07 05:18:00,56,1,1599452,1,0,0,0,0,0,0,0,1
as******26,2023-12-28 05:15:00,340,3,107868,1,0,0,0,0,0,0,0,1
as******51,2024-02-10 01:00:00,296,1,100791,0,0,0,1,0,0,0,0,0
as******58,2024-05-28 15:14:00,187,1,910428,0,0,0,0,0,1,0,0,3
as******84,2024-01-16 14:39:00,320,1,2638489,0,0,0,0,1,0,0,0,2
as****42,2024-10-24 14:01:00,38,1,100089,0,0,0,1,0,0,0,0,0
as****nt,2024-10-09 17:12:00,53,2,1700639,1,0,0,0,0,0,1,0,1
as***03,2023-11-15 08:50:00,382,1,527832,1,0,0,0,0,0,0,0,1
at*******44,2024-10-05 14:12:00,57,1,303300,1,0,0,0,0,0,0,0,1
at******01,2024-10-10 22:59:00,52,2,200252,0,0,0,1,0,0,0,0,0
at*****97,2024-09-21 07:00:00,72,1,303381,1,0,0,0,0,0,0,0,1
au****88,2024-10-09 07:04:00,53,1,1112130,1,0,0,0,0,0,0,0,1
au****ce,2024-06-06 09:15:00,178,1,404545,1,0,0,0,0,0,0,0,1
av****ez,2023-12-27 14:54:00,340,1,470740,0,0,0,0,0,1,0,0,3
aw********da,2024-11-10 20:37:00,21,1,104093,0,0,0,1,0,0,0,0,0
ay******45,2023-11-30 12:37:00,367,1,132107,0,0,0,0,1,0,0,0,2
ay******r_,2024-09-11 19:46:00,81,4,1554918,0,0,0,0,0,1,0,0,3
az*********io,2023-11-15 16:08:00,382,1,527850,1,0,0,0,0,0,0,0,1
az*******ra,2024-10-02 12:47:00,60,1,101100,0,0,0,1,0,0,0,0,0
az******23,2023-10-04 18:36:00,424,1,489407,0,0,0,0,0,1,0,0,3
az******59,2024-08-06 19:07:00,117,1,116265,1,0,0,0,0,0,0,0,1
az******71,2023-10-26 09:12:00,402,1,131134,0,0,0,0,0,1,0,0,3
az******ct,2024-10-17 17:20:00,45,1,303300,1,0,0,0,0,0,0,0,1
az*****ta,2024-09-19 20:03:00,73,2,202218,0,0,0,1,0,0,0,0,0
ba**********ta,2024-10-04 17:15:00,58,1,598270,0,0,0,1,0,0,0,0,0
ba**********ut,2024-08-13 20:35:00,110,1,100089,0,0,0,1,0,0,0,0,0
ba*********12,2024-05-22 14:43:00,193,1,100705,0,0,0,1,0,0,0,0,0
ba*********an,2023-11-16 17:03:00,381,1,50723,1,0,0,0,0,0,0,0,1
ba******22,2024-10-28 12:41:00,34,1,682425,1,0,0,0,0,0,0,0,1
ba******46,2024-09-20 14:51:00,72,1,289213,0,0,0,1,0,0,0,0,0
ba******55,2024-03-08 14:40:00,268,1,607361,0,0,0,0,0,1,0,0,3
ba******71,2023-12-23 14:01:00,344,1,527972,1,0,0,0,0,0,0,0,1
ba******ad,2024-05-12 23:47:00,203,1,354216,1,0,0,0,0,0,0,0,1
ba******ts,2023-12-04 09:37:00,363,1,522710,0,0,0,0,0,1,0,0,3
ba*****ry,2024-01-04 15:21:00,332,1,2103106,1,0,0,0,0,0,0,0,1
ba*****za,2024-04-18 09:45:00,227,1,100735,1,0,0,0,0,0,0,0,1
ba****en,2024-11-19 17:44:00,12,1,192090,0,0,0,1,0,0,0,0,0
ba****ns,2024-10-18 00:15:00,45,1,909900,0,0,0,1,0,0,0,0,0
ba***ak,2024-05-30 17:22:00,185,1,505764,1,0,0,0,0,0,0,0,1
bb******07,2024-05-03 15:15:00,212,2,1056461,1,0,0,0,0,0,0,0,1
bb****ly,2024-08-26 07:27:00,97,1,2022067,1,0,0,0,0,0,0,0,1
bc************ng,2024-03-26 15:16:00,250,1,100843,0,0,0,1,0,0,0,0,0
be****************ta,2024-04-17 10:41:00,228,1,404831,0,0,0,0,0,1,0,0,3
be**************re,2024-01-18 10:13:00,318,1,243547,0,0,0,0,1,0,0,0,2
be***********ek,2024-06-14 01:28:00,171,1,100324,0,0,0,1,0,0,0,0,0
be***********id,2023-11-18 16:08:00,379,1,261411,0,0,0,0,0,1,0,0,3
be**********jo,2024-10-14 18:31:00,48,4,2181128,0,0,0,1,0,1,0,1,3
be********ha,2024-08-02 19:10:00,121,5,758336,1,0,0,0,0,0,0,0,1
be********ss,2024-10-05 23:47:00,57,1,151650,0,0,0,1,0,0,0,0,0
be*******12,2023-11-23 23:02:00,374,4,252741,0,0,0,0,0,1,0,0,3
be*******et,2024-01-22 13:59:00,314,1,179605,1,0,0,0,0,0,0,0,1
be*******in,2024-08-04 16:27:00,119,1,100102,0,0,0,1,0,0,0,0,0
be******00,2024-10-26 13:28:00,36,1,187035,0,0,1,0,0,0,0,0,2
be******50,2023-12-16 14:37:00,351,1,95379,0,0,0,0,1,0,0,0,2
be******za,2024-05-24 22:43:00,191,1,131794,0,0,0,1,0,0,0,0,0
be*****95,2024-01-23 13:40:00,313,1,209092,0,0,0,0,0,1,0,0,3
be****in,2024-02-09 13:58:00,296,1,365735,0,0,0,0,0,1,0,0,3
bi***********yo,2024-07-13 16:37:00,141,2,1578126,1,0,0,0,0,0,0,0,1
bi********di,2024-06-10 19:21:00,174,1,303769,1,0,0,0,0,0,0,0,1
bi********ka,2024-11-21 09:23:00,10,1,2527500,0,0,0,0,0,0,0,1,2
bi********ko,2024-07-17 09:47:00,137,1,707700,1,0,0,0,0,0,0,0,1
bi*******65,2024-11-14 11:42:00,17,2,321544,0,0,0,1,0,0,0,0,0
bi*******cs,2024-04-24 19:15:00,221,1,100835,0,0,0,1,0,0,0,0,0
bi******io,2024-08-09 16:58:00,114,1,505500,0,0,0,0,0,1,0,0,3
bi*****ch,2024-06-06 17:00:00,178,1,202623,0,0,0,0,0,0,1,0,2
bi*****ft,2024-11-25 14:28:00,6,3,1314427,1,0,0,0,0,0,0,0,1
bi****aa,2024-11-21 11:00:00,10,1,505570,0,0,0,0,1,0,0,0,2
bi****ar,2023-12-23 13:49:00,344,1,522460,0,0,0,0,0,1,0,0,3
bi****sm,2024-01-31 14:01:00,305,1,101712,0,0,0,1,0,0,0,0,0
bl**************re,2024-07-05 19:09:00,149,2,471061,0,0,0,1,0,0,0,0,0
bl******86,2023-12-23 17:34:00,344,1,1253596,0,0,0,0,0,1,0,0,3
bl******ne,2024-09-07 10:06:00,85,1,101171,1,0,0,0,0,0,0,0,1
bl*****il,2023-11-21 13:03:00,376,2,992863,0,0,0,0,0,1,0,0,3
bo***********re,2024-06-26 14:37:00,158,1,101235,0,0,0,1,0,0,0,0,0
bo**********45,2023-11-23 13:41:00,374,1,792386,1,0,0,0,0,0,0,0,1
bo******04,2023-10-16 16:49:00,412,1,2563410,1,0,0,0,0,0,0,0,1
bo******17,2024-02-16 01:37:00,290,1,179838,1,0,0,0,0,0,0,0,1
