client_user_id,paid_at,Recency,Frequency,Monetary,category_Desain Grafis & Branding,category_Gaya Hidup,category_Konsultasi,category_Pemasaran & Periklanan,category_Penulisan & Penerjemahan,category_Unknown,"category_Video, Fotografi & Audio",category_Web & Pemrograman,Cluster
Be****88,2024-11-04 23:08:00,27,1,100089,0,0,0,1,0,0,0,0,0
Bi********ll,2024-05-16 23:13:00,199,3,608422,1,0,0,0,0,0,0,0,1
Bi*******us,2024-09-02 07:00:00,91,1,101197,1,0,0,0,0,0,0,0,1
Bl********lf,2024-11-12 11:34:00,19,1,100143,0,0,0,1,0,0,0,0,0
Bo**********44,2024-07-01 02:59:00,154,1,100982,0,0,0,1,0,0,0,0,0
Bo*********87,2024-04-13 14:02:00,232,1,100578,0,0,0,1,0,0,0,0,0
Bo*******24,2024-10-11 17:48:00,51,1,100109,0,0,0,1,0,0,0,0,0
Bo******69,2024-03-10 20:40:00,266,1,100787,0,0,0,1,0,0,0,0,0
Bo*****89,2024-09-29 19:27:00,63,1,283080,0,0,0,1,0,0,0,0,0
Bo*****ah,2024-11-19 17:11:00,12,3,300395,0,0,0,1,0,0,0,0,0
Bo****ii,2024-10-25 21:45:00,37,1,1364882,1,0,0,0,0,0,0,0,1
Br*********23,2024-09-26 18:29:00,66,1,100089,0,0,0,1,0,0,0,0,0
Br*********24,2024-09-16 10:59:00,76,1,100089,0,0,0,1,0,0,0,0,0
Br******en,2024-07-04 19:57:00,150,1,100939,0,0,0,1,0,0,0,0,0
Br*****no,2024-11-08 09:35:00,23,1,303300,1,0,0,0,0,0,0,0,1
Br****al,2024-11-15 13:20:00,16,9,1713800,0,0,0,1,0,1,0,0,3
Br****nd,2024-11-28 11:54:00,3,3,1446741,0,0,0,1,0,0,0,0,0
Bu*********ty,2024-11-23 09:28:00,8,1,100089,0,0,0,1,0,0,0,0,0
Bu********ia,2024-10-07 13:15:00,55,1,101100,1,0,0,0,0,0,0,0,1
Bu********lo,2024-07-04 11:51:00,150,1,100679,0,0,0,1,0,0,0,0,0
Bu*******an,2024-11-14 15:30:00,17,2,321504,0,0,0,1,0,0,0,0,0
Bu*****ri,2024-08-28 13:22:00,95,1,100089,0,0,0,0,1,0,0,0,2
Bu****ki,2024-05-07 16:04:00,208,1,567679,0,0,0,1,0,0,0,0,0
Bu****le,2024-11-05 10:49:00,26,1,1314300,0,0,0,0,0,1,0,0,3
By*****ra,2024-07-03 14:11:00,151,2,253379,0,0,0,0,0,0,1,0,2
CA************TS,2023-12-20 22:58:00,347,3,861163,1,0,0,0,1,0,0,0,1
Ca********ik,2024-08-15 17:11:00,108,1,100126,0,0,0,1,0,0,0,0,0
Ca*******ag,2024-11-18 16:53:00,13,2,200000,1,0,0,0,0,0,0,0,1
Ca******98,2024-06-03 08:57:00,181,1,152588,0,0,0,1,0,0,0,0,0
Ca*****19,2024-08-12 21:37:00,111,2,1501902,0,0,0,1,0,0,0,0,0
Ca*****an,2024-10-07 18:23:00,55,1,131430,1,0,0,0,0,0,0,0,1
Ca*****na,2024-10-08 14:13:00,54,1,202236,0,0,0,1,0,0,0,0,0
Ce****ss,2024-07-21 20:40:00,133,1,100095,0,0,0,1,0,0,0,0,0
Ch***********do,2024-08-15 19:28:00,108,1,505500,0,0,0,0,0,0,0,1,2
Ch********77,2024-10-23 19:35:00,39,3,1643938,0,0,0,1,0,0,0,0,0
Ch******10,2024-04-21 22:31:00,224,1,100247,0,0,0,1,0,0,0,0,0
Ch******98,2024-10-23 18:26:00,39,1,101128,0,0,0,1,0,0,0,0,0
Ch******an,2024-04-26 11:16:00,219,1,100474,0,0,0,1,0,0,0,0,0
Ch*****op,2024-09-08 01:06:00,85,1,100089,0,0,0,1,0,0,0,0,0
Ch****aa,2024-06-18 11:39:00,166,1,289814,0,0,0,1,0,0,0,0,0
Ch****un,2024-11-29 09:42:00,2,1,505500,0,0,0,0,0,1,0,0,3
Ci******bu,2024-08-17 20:31:00,106,2,200286,0,0,0,1,0,0,0,0,0
Ci*****11,2024-11-29 19:34:00,2,1,100106,0,0,0,1,0,0,0,0,0
Co*****68,2024-01-08 19:11:00,328,4,457007,1,0,0,0,0,0,0,0,1
Co*****um,2024-10-08 16:21:00,54,1,171870,1,0,0,0,0,0,0,0,1
Cr**********de,2024-07-28 00:46:00,127,2,200251,0,0,0,1,0,0,0,0,0
Cv*******ip,2024-09-11 09:58:00,81,1,101100,1,0,0,0,0,0,0,0,1
Cz****89,2024-04-03 22:05:00,242,1,253526,0,0,0,0,0,1,0,0,3
DA*******AA,2024-10-14 17:56:00,48,1,180000,0,1,0,0,0,0,0,0,2
DI****73,2024-03-09 11:30:00,267,1,101047,0,1,0,0,0,0,0,0,2
DY****61,2024-08-09 14:14:00,114,1,353901,1,0,0,0,0,0,0,0,1
Da*******an,2024-05-14 15:57:00,201,1,101051,0,0,0,0,1,0,0,0,2
Da*******ya,2024-05-14 15:02:00,201,1,1517088,0,0,0,0,0,0,0,1,2
Da*****88,2024-04-06 15:17:00,239,1,607550,0,0,0,1,0,0,0,0,0
Da****12,2024-04-18 08:42:00,227,1,100722,0,0,0,1,0,0,0,0,0
De***********EL,2024-10-01 05:52:00,62,1,151723,0,0,0,0,0,0,1,0,2
De**********ti,2024-06-20 14:29:00,164,1,100963,0,0,0,1,0,0,0,0,0
De*********ng,2024-08-30 04:02:00,94,9,901258,0,0,0,1,0,0,0,0,0
De********71,2024-11-01 10:32:00,30,3,302338,0,0,0,1,0,0,0,0,0
De********bu,2024-09-25 17:07:00,67,1,100089,0,0,0,1,0,0,0,0,0
De*******ah,2024-09-26 18:25:00,66,1,232530,1,0,0,0,0,0,0,0,1
De*****an,2024-11-13 16:23:00,18,1,808859,0,0,0,0,0,1,0,0,3
De****15,2024-09-04 19:25:00,88,1,160749,0,0,0,1,0,0,0,0,0
De****45,2024-05-03 11:01:00,212,1,101005,0,0,0,1,0,0,0,0,0
De****90,2024-08-26 22:18:00,97,1,202200,0,0,0,1,0,0,0,0,0
De****aa,2024-11-29 17:47:00,2,1,100183,0,0,0,0,1,0,0,0,2
De****te,2024-10-21 11:04:00,41,2,303332,0,0,1,0,0,0,0,0,2
Dh******da,2024-10-24 13:24:00,38,1,100089,0,0,0,1,0,0,0,0,0
Dh*****an,2024-09-02 11:12:00,90,1,100186,0,0,0,1,0,0,0,0,0
Di*********ni,2024-04-25 13:21:00,220,1,162577,0,0,1,0,0,0,0,0,2
Di********15,2024-03-30 09:36:00,246,1,303657,0,0,1,0,0,0,0,0,2
Di********am,2024-10-14 16:36:00,48,1,202200,0,0,0,1,0,0,0,0,0
Di*******rt,2024-08-09 18:51:00,114,1,116265,1,0,0,0,0,0,0,0,1
Di*******ya,2024-09-19 13:55:00,73,1,151650,1,0,0,0,0,0,0,0,1
Di******15,2024-01-30 12:47:00,306,1,2577494,1,0,0,0,0,0,0,0,1
Di*****97,2024-10-20 10:01:00,42,2,1819800,0,0,0,0,0,1,0,0,3
Di*****wa,2024-11-08 09:36:00,23,1,181980,0,0,0,0,0,0,0,1,2
Di****69,2024-10-03 15:31:00,59,1,505519,0,0,0,0,0,0,0,1,2
Di****ry,2024-07-15 09:43:00,139,1,100089,0,0,0,0,0,0,0,1,2
Di****yu,2024-10-14 00:56:00,49,1,1870446,0,0,0,1,0,0,0,0,0
Do******05,2024-08-18 17:57:00,105,2,201273,1,0,0,0,0,0,0,0,1
Du*****id,2024-10-23 19:14:00,39,4,867846,0,0,0,1,0,0,0,0,0
Dw*****09,2024-07-25 21:00:00,129,1,100089,0,0,0,1,0,0,0,0,0
Dw*****na,2024-08-12 07:00:00,112,1,353886,1,0,0,0,0,0,0,0,1
Dz****er,2024-09-26 12:10:00,66,1,101170,0,0,0,1,0,0,0,0,0
ER****08,2024-10-09 21:53:00,53,1,100089,0,0,0,1,0,0,0,0,0
Ea*****20,2024-09-25 23:58:00,67,1,126413,0,0,0,1,0,0,0,0,0
Ec******ns,2024-11-28 13:50:00,3,2,808095,0,0,0,0,0,1,0,0,3
Ed*******ny,2024-06-03 11:57:00,181,1,289546,0,0,0,1,0,0,0,0,0
Ed****42,2024-06-25 10:52:00,159,1,253130,1,0,0,0,0,0,0,0,1
Ed****as,2024-10-27 21:05:00,35,1,100131,0,0,0,1,0,0,0,0,0
Ef******_R,2024-10-21 07:00:00,42,4,861445,0,0,0,1,0,0,0,0,0
Ek********ti,2024-09-19 12:44:00,73,1,100089,0,0,0,1,0,0,0,0,0
Ek****45,2024-10-28 11:01:00,34,1,100113,0,0,0,1,0,0,0,0,0
El*********gi,2024-10-01 08:55:00,61,2,202273,0,0,0,1,1,0,0,0,0
El********an,2024-11-06 14:05:00,25,11,1668150,0,0,1,0,0,0,0,0,2
El********ia,2024-09-08 07:00:00,85,3,300407,0,0,0,1,0,0,0,0,0
El****ye,2024-08-31 12:36:00,92,1,100089,0,0,0,1,0,0,0,0,0
Em*****iq,2024-03-08 10:31:00,268,1,1517044,0,0,0,0,0,1,0,0,3
En*******12,2024-05-28 09:10:00,187,1,101719,0,0,0,0,0,0,0,1,2
En*****a_,2024-10-22 19:38:00,40,2,1718753,0,0,0,0,0,1,0,1,3
Er********23,2024-09-19 10:43:00,73,1,101153,0,0,0,1,0,0,0,0,0
Er*******as,2024-05-17 07:50:00,198,1,253745,1,0,0,0,0,0,0,0,1
Er*******ha,2024-10-10 01:21:00,53,2,200178,0,0,0,1,0,0,0,0,0
Er******01,2024-09-09 00:17:00,84,2,200257,0,0,0,1,0,0,0,0,0
Er******ra,2024-07-30 04:11:00,125,1,151680,0,0,0,0,0,0,1,0,2
Er*****30,2024-10-23 10:38:00,39,6,980044,0,0,0,1,0,0,0,0,0
Er*****vi,2024-02-29 21:12:00,276,1,100556,0,0,0,1,0,0,0,0,0
Es****************na,2024-11-25 11:56:00,6,2,202203,0,0,0,1,0,0,0,0,0
Es*******uf,2024-09-13 18:10:00,79,5,500445,0,0,0,1,0,0,0,0,0
Es****di,2024-07-02 18:27:00,152,1,137359,0,0,0,0,1,0,0,0,2
Et****05,2024-09-18 12:16:00,74,2,200187,0,0,0,1,0,0,0,0,0
Ev*****96,2024-05-29 16:06:00,186,1,809382,0,0,0,0,0,1,0,0,3
Ev*****ar,2024-05-16 14:43:00,199,1,100307,0,0,0,1,0,0,0,0,0
Ex****ii,2024-07-19 08:56:00,135,2,200235,0,0,0,1,0,0,0,0,0
FA*********ri,2024-10-10 19:05:00,52,1,101100,0,0,0,1,0,0,0,0,0
FA*****OD,2024-10-01 12:32:00,61,1,100089,0,0,0,1,0,0,0,0,0
FS****00,2024-10-23 09:35:00,39,1,303300,1,0,0,0,0,0,0,0,1
Fa****************ta,2024-07-01 16:21:00,153,3,464854,0,0,0,1,0,0,0,0,0
Fa**********01,2024-09-17 11:36:00,75,1,101100,0,0,0,1,0,0,0,0,0
Fa*********24,2024-09-11 10:58:00,81,1,262860,0,0,0,1,0,0,0,0,0
Fa*********is,2024-09-06 19:58:00,86,1,100089,0,0,0,1,0,0,0,0,0
Fa********..,2024-09-22 12:21:00,70,1,151650,0,0,1,0,0,0,0,0,2
Fa*******24,2024-07-25 13:35:00,129,3,300360,0,0,0,1,0,0,0,0,0
Fa*******an,2024-11-14 15:21:00,17,1,151718,0,0,0,0,0,0,1,0,2
Fa******ja,2024-11-09 10:08:00,22,1,100089,0,0,0,1,0,0,0,0,0
Fa******ma,2024-09-03 07:00:00,90,1,100148,0,0,0,1,0,0,0,0,0
Fa*****er,2024-04-16 08:52:00,229,1,100987,0,0,0,1,0,0,0,0,0
Fa****67,2024-10-09 00:59:00,54,2,303387,0,0,0,1,0,0,0,0,0
Fa****ng,2024-06-08 13:01:00,176,1,100346,0,0,0,1,0,0,0,0,0
Fa****uz,2024-04-26 17:05:00,219,1,567371,0,0,0,1,0,0,0,0,0
Fe**********an,2024-07-18 17:59:00,136,1,101100,1,0,0,0,0,0,0,0,1
Fe********si,2024-05-20 15:08:00,195,1,404917,1,0,0,0,0,0,0,0,1
Fe*******02,2024-07-19 20:56:00,135,2,556167,0,0,0,0,1,0,0,0,2
Fe******07,2024-07-22 10:41:00,132,1,101100,0,0,0,0,0,0,1,0,2
Fe******ix,2024-11-18 17:26:00,13,1,1011000,1,0,0,0,0,0,0,0,1
Fe*****15,2024-10-10 02:24:00,53,1,151737,1,0,0,0,0,0,0,0,1
Fe*****21,2024-06-09 09:28:00,175,1,131920,0,0,0,0,0,0,1,0,2
Fe*****23,2024-09-03 08:18:00,89,1,151650,1,0,0,0,0,0,0,0,1
Fi***********no,2024-08-02 12:40:00,121,1,1516500,1,0,0,0,0,0,0,0,1
Fi********13,2024-10-06 14:35:00,56,1,100106,0,0,0,1,0,0,0,0,0
Fi********ra,2024-10-17 07:00:00,46,5,505664,0,0,0,1,0,0,0,0,0
Fi********ti,2024-08-01 16:37:00,122,1,100091,0,0,0,1,0,0,0,0,0
Fi********ty,2024-10-24 11:39:00,38,1,100089,0,0,0,1,0,0,0,0,0
Fi*******08,2024-01-18 13:48:00,318,1,101687,0,0,0,0,1,0,0,0,2
Fi****ra,2024-10-28 19:56:00,34,1,758263,1,0,0,0,0,0,0,0,1
Fi****yb,2024-10-13 22:06:00,49,1,101100,0,0,0,1,0,0,0,0,0
Fr*******en,2024-08-20 07:00:00,104,2,1011081,0,0,0,0,0,1,0,0,3
Fr*****15,2024-10-23 13:48:00,39,2,200204,0,0,0,1,0,0,0,0,0
Fr****dy,2024-07-31 13:52:00,123,1,101180,0,0,0,0,1,0,0,0,2
Fr****us,2024-11-29 14:01:00,2,2,1011141,0,0,1,0,0,0,0,0,2
Fu****qq,2024-06-10 11:05:00,174,1,253526,1,0,0,0,0,0,0,0,1
Fx****05,2024-10-07 22:00:00,55,1,505571,0,0,0,0,1,0,0,0,2
GM******ID,2024-02-10 10:57:00,295,1,522313,0,0,0,0,0,1,0,0,3
Ga*************ng,2024-05-18 12:20:00,197,1,101025,0,0,0,1,0,0,0,0,0
Ga***********ni,2024-08-25 22:34:00,98,1,100089,0,0,0,1,0,0,0,0,0
Ga**********yu,2023-11-14 14:59:00,383,1,686429,0,0,0,1,0,0,0,0,0
Ga****gg,2024-11-17 22:14:00,14,1,100095,0,0,0,1,0,0,0,0,0
Ge******23,2024-03-02 21:38:00,274,1,303835,1,0,0,0,0,0,0,0,1
Ge******6.,2024-03-31 07:30:00,245,1,100507,0,0,0,1,0,0,0,0,0
Ge*****67,2024-06-12 15:01:00,172,1,859511,0,0,0,0,0,1,0,0,3
Ge*****ra,2024-06-27 23:35:00,157,1,100448,0,0,0,1,0,0,0,0,0
Ge****87,2024-10-05 07:00:00,58,1,160773,0,0,0,1,0,0,0,0,0
Gi*******ka,2024-08-28 08:26:00,95,1,100089,0,0,0,1,0,0,0,0,0
Gi****oo,2024-10-09 16:21:00,53,1,1011005,0,0,0,0,0,1,0,0,3
Gl*********ow,2024-07-06 10:25:00,148,2,201090,0,0,0,1,0,0,0,0,0
Go**********nt,2024-07-13 16:34:00,141,1,504489,0,0,0,0,0,0,1,0,2
Gr*********to,2024-06-26 13:42:00,158,1,809126,1,0,0,0,0,0,0,0,1
Gr*****21,2024-07-31 20:46:00,123,1,100089,0,0,0,0,1,0,0,0,2
Gu*********so,2024-11-17 07:35:00,14,1,101172,0,0,0,1,0,0,0,0,0
Gu*******di,2024-10-30 07:51:00,32,2,1819834,1,0,0,0,0,1,0,0,3
Gu*******ez,2024-11-22 09:29:00,9,2,200207,0,0,0,1,0,0,0,0,0
Gu*****ji,2024-08-25 21:19:00,98,1,100129,0,0,0,0,1,0,0,0,2
Gu*****un,2024-09-21 07:00:00,72,1,151685,0,0,0,0,0,0,1,0,2
Gw*******ge,2024-10-20 08:12:00,42,1,100096,0,0,0,1,0,0,0,0,0
Ha**********ni,2024-08-20 13:08:00,103,1,100161,0,0,0,1,0,0,0,0,0
Ha*********ia,2024-11-10 15:35:00,21,1,100174,0,0,0,1,0,0,0,0,0
Ha********ra,2024-11-01 07:00:00,31,1,100138,0,0,0,1,0,0,0,0,0
Ha*******01,2024-09-27 06:33:00,66,1,1516543,0,0,0,0,1,0,0,0,2
Ha*******gi,2024-05-27 19:34:00,188,1,100560,0,0,0,1,0,0,0,0,0
Ha*******na,2024-08-02 13:56:00,121,1,100089,0,0,0,1,0,0,0,0,0
Ha******65,2024-10-20 12:46:00,42,2,525720,0,0,0,1,0,1,0,0,0
Ha******ry,2024-08-25 19:10:00,98,2,200261,0,0,0,1,0,0,0,0,0
Ha*****10,2024-06-26 22:39:00,158,1,100559,0,0,0,1,0,0,0,0,0
Ha*****ng,2024-11-29 19:42:00,2,1,151708,0,0,0,1,0,0,0,0,0
Ha****14,2024-11-13 23:55:00,18,1,100143,0,0,0,1,0,0,0,0,0
Ha****70,2024-08-16 09:43:00,107,1,100143,0,0,0,1,0,0,0,0,0
Ha****sh,2024-11-21 10:04:00,10,1,100116,0,0,0,1,0,0,0,0,0
He*********08,2024-06-06 13:31:00,178,2,252989,0,0,0,1,0,0,0,0,0
He*******18,2024-05-01 10:50:00,214,1,263356,1,0,0,0,0,0,0,0,1
He*******94,2024-10-01 16:58:00,61,2,1516516,0,0,0,1,0,0,0,0,0
He*******di,2024-10-13 13:43:00,49,3,473148,0,0,0,1,0,0,0,0,0
He******12,2024-05-19 18:03:00,196,1,203027,0,0,0,0,1,0,0,0,2
He******23,2024-07-15 10:41:00,139,2,260936,0,0,0,1,0,0,0,0,0
He*****34,2024-10-10 22:07:00,52,1,100089,0,0,0,1,0,0,0,0,0
He****07,2024-08-24 02:54:00,100,1,100145,0,0,0,1,0,0,0,0,0
He****in,2024-11-06 09:16:00,25,2,278025,1,0,0,0,0,0,0,0,1
He****nn,2024-10-11 18:22:00,51,1,100154,0,0,0,1,0,0,0,0,0
He****un,2024-05-04 11:24:00,211,1,100436,0,0,0,1,0,0,0,0,0
Hi******00,2024-10-08 05:53:00,55,1,101195,0,0,0,0,1,0,0,0,2
Ho********as,2024-08-27 07:00:00,97,1,100153,0,0,0,1,0,0,0,0,0
Ho********ct,2024-11-10 11:28:00,21,1,101100,1,0,0,0,0,0,0,0,1
Ho*******es,2024-08-21 13:18:00,102,2,200218,0,0,0,0,0,0,0,1,2
Ho****01,2024-08-18 21:02:00,105,1,100089,0,0,0,1,0,0,0,0,0
Hu********ah,2024-10-07 02:00:00,56,1,100089,0,0,0,0,0,0,1,0,2
Ia***********to,2024-04-06 15:15:00,239,1,152015,0,0,0,1,0,0,0,0,0
Ib********al,2024-11-08 12:00:00,23,1,100167,0,0,0,1,0,0,0,0,0
Id*****an,2024-10-18 12:03:00,44,2,606600,0,0,0,1,0,0,0,0,0
Ik*******10,2024-06-16 23:16:00,168,1,100712,0,0,0,1,0,0,0,0,0
Ik******74,2024-10-29 22:59:00,33,2,200294,0,0,0,1,0,0,0,0,0
Ik*****88,2024-07-22 14:01:00,132,1,176968,0,0,0,1,0,0,0,0,0
Ik****__,2024-08-30 14:18:00,93,2,505545,1,0,0,0,0,0,0,0,1
Il***********23,2024-07-12 10:30:00,142,1,101003,0,0,0,1,0,0,0,0,0
Im*****24,2024-10-19 14:26:00,43,1,303300,0,0,0,1,0,0,0,0,0
Im****98,2024-09-06 13:12:00,86,1,100089,0,0,0,1,0,0,0,0,0
Im****ri,2024-08-30 09:16:00,93,3,1007457,0,0,0,1,1,0,0,0,0
In***************ra,2024-05-02 14:14:00,213,1,910449,0,0,0,0,1,0,0,0,2
In***********un,2024-06-27 14:17:00,157,1,549089,0,0,0,1,0,0,0,0,0
In********23,2024-06-04 09:40:00,180,1,101019,0,0,0,1,0,0,0,0,0
In*******25,2024-05-29 15:31:00,186,1,556610,0,0,0,0,0,0,1,0,2
In*******wi,2024-09-20 20:05:00,72,5,500545,0,0,0,1,0,0,0,0,0
In******ri,2024-10-11 07:00:00,52,1,100183,0,0,0,1,0,0,0,0,0
In*****is,2024-04-27 12:08:00,218,1,1516928,1,0,0,0,0,0,0,0,1
Ip*******ng,2024-09-28 14:50:00,64,1,151681,1,0,0,0,0,0,0,0,1
Ip******99,2024-04-06 09:22:00,239,1,101050,0,0,0,1,0,0,0,0,0
Ir****to,2024-11-11 21:50:00,20,3,300267,0,0,0,1,0,0,0,0,0
Ir****us,2024-03-19 12:37:00,257,1,152260,1,0,0,0,0,0,0,0,1
Is*********an,2024-09-11 08:58:00,81,2,260838,0,0,0,1,0,0,0,0,0
Is*****17,2024-09-03 03:45:00,90,1,101100,1,0,0,0,0,0,0,0,1
Is*****ri,2024-07-13 20:47:00,141,2,201113,0,0,0,1,0,0,0,0,0
Is****ae,2024-09-07 19:54:00,85,2,200178,0,0,0,1,0,0,0,0,0
It********ta,2024-06-07 22:03:00,177,1,253730,0,0,0,0,0,0,0,1,2
Iv****fi,2023-11-25 16:10:00,372,1,190723,0,0,0,0,1,0,0,0,2
Iw********ra,2024-06-16 15:51:00,168,2,200974,0,0,0,1,0,0,0,0,0
Iw******ek,2024-11-08 13:33:00,23,2,202325,0,0,0,1,0,0,0,0,0
Iw****oy,2024-10-25 16:27:00,37,7,1577241,1,0,0,0,0,0,0,0,1
Iy****el,2024-11-22 11:13:00,9,4,1261013,1,0,0,0,0,0,0,0,1
J9****ck,2024-08-27 14:29:00,96,1,151650,0,0,1,0,0,0,0,0,2
JA***********86,2024-06-22 11:47:00,162,1,1011489,0,0,0,0,0,1,0,0,3
Ja*******un,2024-07-20 19:29:00,134,2,200178,0,0,0,1,0,0,0,0,0
Ja*****87,2024-06-23 23:59:00,161,1,100306,0,0,0,1,0,0,0,0,0
Je************32,2024-05-28 08:30:00,187,1,182159,0,0,0,0,1,0,0,0,2
Je********an,2024-10-27 07:00:00,36,1,200038,0,0,0,0,0,0,1,0,2
Je********er,2024-03-02 11:04:00,274,1,289709,0,0,0,1,0,0,0,0,0
Je*****et,2024-09-15 15:39:00,77,8,800750,0,0,0,1,0,0,0,0,0
Je****58,2024-05-23 08:42:00,192,4,1080090,1,0,0,1,0,0,0,0,1
Je****ja,2024-10-13 18:28:00,49,1,160776,0,0,0,1,0,0,0,0,0
Ji******oa,2024-05-21 17:56:00,194,1,289726,0,0,0,1,0,0,0,0,0
Jo*********66,2024-11-26 09:43:00,5,2,606718,0,0,0,1,0,0,0,0,0
Jo********04,2024-07-16 10:05:00,138,3,404474,0,0,0,1,1,0,0,0,0
Jo*******n.,2024-08-19 07:00:00,105,1,151726,0,0,0,1,0,0,0,0,0
Jo******er,2024-08-20 12:16:00,103,2,2123100,1,0,0,1,0,0,0,0,1
Jo******hn,2024-11-13 09:08:00,18,3,758250,1,0,0,0,0,0,0,0,1
Jr****aa,2024-09-21 14:11:00,71,2,303301,0,0,0,1,0,0,0,0,0
Ju*******to,2024-08-03 16:45:00,120,1,100106,0,0,0,1,0,0,0,0,0
Ju******ce,2024-08-30 10:09:00,93,1,100130,0,0,0,1,0,0,0,0,0
Ju*****72,2024-08-02 07:00:00,122,1,100131,0,0,0,1,0,0,0,0,0
Ju*****lf,2024-09-09 21:56:00,83,1,101100,0,0,0,1,0,0,0,0,0
KI****YY,2024-05-26 13:27:00,189,1,100385,0,0,0,1,0,0,0,0,0
KO****02,2024-11-03 16:50:00,28,1,100089,0,0,0,1,0,0,0,0,0
Ka**********ss,2024-09-06 16:52:00,86,1,100089,0,0,0,1,0,0,0,0,0
Ka********ni,2024-09-22 07:00:00,71,7,1445809,1,0,0,1,0,0,0,0,0
Ka*****ra,2024-10-31 20:25:00,31,3,303368,0,0,1,0,1,0,0,0,2
Ka****23,2024-11-01 10:19:00,30,1,171870,0,0,0,1,0,0,0,0,0
Ka****a1,2024-08-10 23:40:00,113,2,301282,0,0,0,1,0,0,0,0,0
Ka****aa,2024-05-28 19:19:00,187,1,100462,0,0,0,1,0,0,0,0,0
Ka****fa,2024-09-27 18:15:00,65,3,300306,0,0,0,1,0,0,0,0,0
Ka****ky,2024-01-18 20:43:00,318,1,151809,1,0,0,0,0,0,0,0,1
Ka****on,2024-09-12 16:18:00,80,1,100089,0,0,0,1,0,0,0,0,0
Ke********so,2024-09-07 15:59:00,85,1,567171,0,0,0,1,0,0,0,0,0
Ke********st,2024-08-17 12:53:00,106,1,302342,0,0,0,1,0,0,0,0,0
Ke*****02,2024-04-30 17:30:00,215,1,304066,1,0,0,0,0,0,0,0,1
Ke****11,2024-11-22 10:41:00,9,1,606604,0,0,0,0,0,0,0,1,2
Ke****am,2024-05-03 14:02:00,212,1,475257,1,0,0,0,0,0,0,0,1
Ke****an,2024-03-08 12:56:00,268,1,100785,0,0,0,1,0,0,0,0,0
Ke****fd,2024-11-07 07:00:00,25,1,121389,0,0,1,0,0,0,0,0,2
Ke****ta,2024-11-08 16:51:00,23,2,606600,1,0,0,0,0,0,0,0,1
Kh****************ir,2024-07-26 14:25:00,128,1,100125,0,0,0,1,0,0,0,0,0
Kh****ia,2024-09-09 15:32:00,83,1,151650,0,0,0,1,0,0,0,0,0
Ki*******ut,2024-05-14 11:30:00,201,1,177870,0,0,0,1,0,0,0,0,0
Ki******81,2024-11-20 15:08:00,11,3,300401,0,0,0,1,0,0,0,0,0
Ki*****.H,2024-04-30 23:57:00,215,1,289364,0,0,0,1,0,0,0,0,0
Ki****17,2024-08-17 16:04:00,106,1,100138,0,0,0,1,0,0,0,0,0
Ko********06,2024-07-30 10:02:00,124,2,201048,0,0,0,1,0,0,0,0,0
Ko********na,2024-11-26 16:14:00,5,4,404737,0,0,0,1,0,0,0,0,0
Ko*******at,2024-08-04 00:17:00,120,4,451035,0,0,0,1,0,0,0,0,0
Ko******6s,2024-09-20 07:00:00,73,1,100186,0,0,0,1,0,0,0,0,0
Kr****69,2024-07-23 17:35:00,131,1,100089,0,0,0,1,0,0,0,0,0
Ku*******31,2024-10-14 16:44:00,48,1,100089,0,0,0,1,0,0,0,0,0
Ku*****81,2024-05-31 20:49:00,184,2,304443,0,0,0,0,1,1,0,0,3
Ku****-1,2024-09-22 20:36:00,70,2,1373030,1,0,0,0,0,0,0,0,1
Ku****uu,2024-11-15 20:13:00,16,1,126377,1,0,0,0,0,0,0,0,1
L3******t4,2024-09-28 21:51:00,64,1,151650,0,0,0,0,0,0,1,0,2
LE******IO,2024-03-08 12:41:00,268,1,404604,0,0,0,0,0,1,0,0,3
LO*******OW,2024-03-19 15:36:00,257,1,2494543,1,0,0,0,0,0,0,0,1
LU******IA,2024-08-17 13:28:00,106,1,1011016,0,0,0,0,0,1,0,0,3
La**********ak,2024-07-19 11:04:00,135,2,200218,0,0,0,1,0,0,0,0,0
La**********as,2024-11-26 20:18:00,5,1,151657,0,0,0,0,0,0,0,1,2
La*******07,2024-08-19 07:00:00,105,1,567232,0,0,0,1,0,0,0,0,0
La*****ia,2024-11-19 20:38:00,12,1,303300,1,0,0,0,0,0,0,0,1
La****00,2024-05-29 20:02:00,186,1,2022749,0,0,0,0,0,0,0,1,2
La****o7,2024-09-12 00:03:00,81,1,505500,1,0,0,0,0,0,0,0,1
Le**********21,2024-09-13 17:10:00,79,1,808800,1,0,0,0,0,0,0,0,1
Le******es,2024-05-24 19:15:00,191,1,354391,1,0,0,0,0,0,0,0,1
Le******u1,2024-06-25 09:32:00,159,1,100656,0,0,0,1,0,0,0,0,0
Le*****Is,2024-10-18 06:16:00,45,3,2527536,0,0,0,0,0,0,1,0,2
Le****im,2024-08-09 13:33:00,114,1,101100,1,0,0,0,0,0,0,0,1
Le****yd,2024-10-14 07:43:00,48,1,100000,1,0,0,0,0,0,0,0,1
Li********ur,2024-04-16 11:43:00,229,1,131813,0,0,0,1,0,0,0,0,0
Li*******am,2024-10-25 22:56:00,37,1,100089,0,0,0,1,0,0,0,0,0
Li*******ti,2024-09-25 14:16:00,67,1,101100,1,0,0,0,0,0,0,0,1
